task_id,path,W,H,Wb,Hb,rotated,area,bucket_area,overhead,fill_deficit,Wb4,Hb4,bucket_area4,overhead4,Wb8,Hb8,bucket_area8,overhead8,Wb4sq,Hb4sq,bucket_area4sq,overhead4sq,inputs_unique_sizes,outputs_unique_sizes,inputs_uniform,outputs_uniform
8b28cd80,dataset/raw-data/ARC-ALL/data/training/8b28cd80.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
8ba14f53,dataset/raw-data/ARC-ALL/data/training/8ba14f53.json,9,4,10,4,0,36,40,1.111111,0.960000,12,4,48,1.333333,16,16,256,7.111111,12,12,144,4.000000,1,1,1,1
8be77c9e,dataset/raw-data/ARC-ALL/data/training/8be77c9e.json,3,6,4,6,0,18,24,1.333333,0.980000,4,8,32,1.777778,8,8,64,3.555556,8,8,64,3.555556,1,1,1,1
8cb8642d,dataset/raw-data/ARC-ALL/data/training/8cb8642d.json,24,19,24,20,0,456,480,1.052632,0.493333,24,20,480,1.052632,24,24,576,1.263158,24,24,576,1.263158,4,4,0,0
8d5021e8,dataset/raw-data/ARC-ALL/data/training/8d5021e8.json,4,9,4,10,0,36,40,1.111111,0.960000,4,12,48,1.333333,16,16,256,7.111111,12,12,144,4.000000,1,1,1,1
8d510a79,dataset/raw-data/ARC-ALL/data/training/8d510a79.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
8dab14c2,dataset/raw-data/ARC-ALL/data/training/8dab14c2.json,17,16,20,20,0,272,400,1.470588,0.697778,20,16,320,1.176471,24,24,576,2.117647,20,20,400,1.470588,4,4,0,0
8dae5dfc,dataset/raw-data/ARC-ALL/data/training/8dae5dfc.json,19,20,20,20,0,380,400,1.052632,0.577778,20,20,400,1.052632,24,24,576,1.515789,20,20,400,1.052632,5,5,0,0
8e1813be,dataset/raw-data/ARC-ALL/data/training/8e1813be.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,4,4,0,0
8e2edd66,dataset/raw-data/ARC-ALL/data/training/8e2edd66.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
8e301a54,dataset/raw-data/ARC-ALL/data/training/8e301a54.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
8e5a5113,dataset/raw-data/ARC-ALL/data/training/8e5a5113.json,11,3,12,4,0,33,48,1.454545,0.963333,12,4,48,1.454545,16,16,256,7.757576,12,12,144,4.363636,1,1,1,1
8eb1be9a,dataset/raw-data/ARC-ALL/data/training/8eb1be9a.json,19,15,20,15,0,285,300,1.052632,0.683333,20,16,320,1.122807,24,24,576,2.021053,20,20,400,1.403509,3,3,0,0
8ee62060,dataset/raw-data/ARC-ALL/data/training/8ee62060.json,14,14,15,15,0,196,225,1.147959,0.782222,16,16,256,1.306122,16,16,256,1.306122,16,16,256,1.306122,3,3,0,0
8efcae92,dataset/raw-data/ARC-ALL/data/training/8efcae92.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,4,1,0
8f2ea7aa,dataset/raw-data/ARC-ALL/data/training/8f2ea7aa.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
8fbca751,dataset/raw-data/ARC-ALL/data/training/8fbca751.json,12,8,12,8,0,96,96,1.000000,0.893333,12,8,96,1.000000,16,16,256,2.666667,12,12,144,1.500000,2,2,0,0
8fff9e47,dataset/raw-data/ARC-ALL/data/training/8fff9e47.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,3,2,0,0
902510d5,dataset/raw-data/ARC-ALL/data/training/902510d5.json,14,15,15,15,0,210,225,1.071429,0.766667,16,16,256,1.219048,16,16,256,1.219048,16,16,256,1.219048,5,5,0,0
90347967,dataset/raw-data/ARC-ALL/data/training/90347967.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,3,3,0,0
90c28cc7,dataset/raw-data/ARC-ALL/data/training/90c28cc7.json,21,21,24,24,0,441,576,1.306122,0.510000,24,24,576,1.306122,24,24,576,1.306122,24,24,576,1.306122,1,3,1,0
90f3ed37,dataset/raw-data/ARC-ALL/data/training/90f3ed37.json,10,15,10,15,0,150,150,1.000000,0.833333,12,16,192,1.280000,16,16,256,1.706667,16,16,256,1.706667,1,1,1,1
9110e3c5,dataset/raw-data/ARC-ALL/data/training/9110e3c5.json,7,7,8,8,0,49,64,1.306122,0.945556,8,8,64,1.306122,8,8,64,1.306122,8,8,64,1.306122,1,1,1,1
913fb3ed,dataset/raw-data/ARC-ALL/data/training/913fb3ed.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,3,3,0,0
91413438,dataset/raw-data/ARC-ALL/data/training/91413438.json,21,21,24,24,0,441,576,1.306122,0.510000,24,24,576,1.306122,24,24,576,1.306122,24,24,576,1.306122,1,5,1,0
91714a58,dataset/raw-data/ARC-ALL/data/training/91714a58.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
9172f3a0,dataset/raw-data/ARC-ALL/data/training/9172f3a0.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
917bccba,dataset/raw-data/ARC-ALL/data/training/917bccba.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,1,1,1,1
928ad970,dataset/raw-data/ARC-ALL/data/training/928ad970.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
92e50de0,dataset/raw-data/ARC-ALL/data/training/92e50de0.json,29,29,30,30,0,841,900,1.070155,0.065556,32,32,1024,1.217598,32,32,1024,1.217598,32,32,1024,1.217598,4,4,0,0
9344f635,dataset/raw-data/ARC-ALL/data/training/9344f635.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,4,4,0,0
9356391f,dataset/raw-data/ARC-ALL/data/training/9356391f.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
93b4f4b3,dataset/raw-data/ARC-ALL/data/training/93b4f4b3.json,12,17,12,20,0,204,240,1.176471,0.773333,12,20,240,1.176471,24,24,576,2.823529,20,20,400,1.960784,3,3,0,0
93b581b8,dataset/raw-data/ARC-ALL/data/training/93b581b8.json,6,6,6,6,0,36,36,1.000000,0.960000,8,8,64,1.777778,8,8,64,1.777778,8,8,64,1.777778,1,1,1,1
93c31fbe,dataset/raw-data/ARC-ALL/data/training/93c31fbe.json,28,26,30,30,0,728,900,1.236264,0.191111,28,28,784,1.076923,32,32,1024,1.406593,28,28,784,1.076923,4,4,0,0
94133066,dataset/raw-data/ARC-ALL/data/training/94133066.json,30,23,30,24,0,690,720,1.043478,0.233333,32,24,768,1.113043,32,32,1024,1.484058,32,32,1024,1.484058,4,4,0,0
941d9a10,dataset/raw-data/ARC-ALL/data/training/941d9a10.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
94414823,dataset/raw-data/ARC-ALL/data/training/94414823.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
9473c6fb,dataset/raw-data/ARC-ALL/data/training/9473c6fb.json,12,9,12,10,0,108,120,1.111111,0.880000,12,12,144,1.333333,16,16,256,2.370370,12,12,144,1.333333,3,3,0,0
94be5b80,dataset/raw-data/ARC-ALL/data/training/94be5b80.json,15,18,15,20,0,270,300,1.111111,0.700000,16,20,320,1.185185,24,24,576,2.133333,20,20,400,1.481481,3,3,0,0
94f9d214,dataset/raw-data/ARC-ALL/data/training/94f9d214.json,4,8,4,8,0,32,32,1.000000,0.964444,4,8,32,1.000000,8,8,64,2.000000,8,8,64,2.000000,1,1,1,1
952a094c,dataset/raw-data/ARC-ALL/data/training/952a094c.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
9565186b,dataset/raw-data/ARC-ALL/data/training/9565186b.json,3,3,4,4,0,9,16,1.777778,0.990000,4,4,16,1.777778,8,8,64,7.111111,4,4,16,1.777778,1,1,1,1
95755ff2,dataset/raw-data/ARC-ALL/data/training/95755ff2.json,11,11,12,12,0,121,144,1.190083,0.865556,12,12,144,1.190083,16,16,256,2.115702,12,12,144,1.190083,1,1,1,1
95990924,dataset/raw-data/ARC-ALL/data/training/95990924.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,2,2,0,0
95a58926,dataset/raw-data/ARC-ALL/data/training/95a58926.json,27,22,30,24,0,594,720,1.212121,0.340000,28,24,672,1.131313,32,32,1024,1.723906,28,28,784,1.319865,4,4,0,0
963c33f8,dataset/raw-data/ARC-ALL/data/training/963c33f8.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,2,2,0,0
963e52fc,dataset/raw-data/ARC-ALL/data/training/963e52fc.json,18,5,20,6,0,90,120,1.333333,0.900000,20,8,160,1.777778,24,24,576,6.400000,20,20,400,4.444444,4,4,0,0
963f59bc,dataset/raw-data/ARC-ALL/data/training/963f59bc.json,16,14,20,15,0,224,300,1.339286,0.751111,16,16,256,1.142857,16,16,256,1.142857,16,16,256,1.142857,5,5,0,0
96a8c0cd,dataset/raw-data/ARC-ALL/data/training/96a8c0cd.json,29,22,30,24,0,638,720,1.128527,0.291111,32,24,768,1.203762,32,32,1024,1.605016,32,32,1024,1.605016,4,4,0,0
9720b24f,dataset/raw-data/ARC-ALL/data/training/9720b24f.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
97239e3d,dataset/raw-data/ARC-ALL/data/training/97239e3d.json,17,17,20,20,0,289,400,1.384083,0.678889,20,20,400,1.384083,24,24,576,1.993080,20,20,400,1.384083,1,1,1,1
973e499e,dataset/raw-data/ARC-ALL/data/training/973e499e.json,25,25,30,30,0,625,900,1.440000,0.305556,28,28,784,1.254400,32,32,1024,1.638400,28,28,784,1.254400,3,3,0,0
9772c176,dataset/raw-data/ARC-ALL/data/training/9772c176.json,29,26,30,30,0,754,900,1.193634,0.162222,32,28,896,1.188329,32,32,1024,1.358090,32,32,1024,1.358090,3,3,0,0
97999447,dataset/raw-data/ARC-ALL/data/training/97999447.json,12,10,12,10,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,4,4,0,0
97a05b5b,dataset/raw-data/ARC-ALL/data/training/97a05b5b.json,19,24,20,24,0,456,480,1.052632,0.493333,20,24,480,1.052632,24,24,576,1.263158,24,24,576,1.263158,4,4,0,0
97c75046,dataset/raw-data/ARC-ALL/data/training/97c75046.json,16,12,20,12,0,192,240,1.250000,0.786667,16,12,192,1.000000,16,16,256,1.333333,16,16,256,1.333333,4,4,0,0
981add89,dataset/raw-data/ARC-ALL/data/training/981add89.json,30,30,30,30,0,900,900,1.000000,0.000000,32,32,1024,1.137778,32,32,1024,1.137778,32,32,1024,1.137778,2,2,0,0
9841fdad,dataset/raw-data/ARC-ALL/data/training/9841fdad.json,26,14,30,15,0,364,450,1.236264,0.595556,28,16,448,1.230769,32,32,1024,2.813187,28,28,784,2.153846,3,3,0,0
984d8a3e,dataset/raw-data/ARC-ALL/data/training/984d8a3e.json,17,17,20,20,0,289,400,1.384083,0.678889,20,20,400,1.384083,24,24,576,1.993080,20,20,400,1.384083,2,2,0,0
985ae207,dataset/raw-data/ARC-ALL/data/training/985ae207.json,25,25,30,30,0,625,900,1.440000,0.305556,28,28,784,1.254400,32,32,1024,1.638400,28,28,784,1.254400,2,2,0,0
98c475bf,dataset/raw-data/ARC-ALL/data/training/98c475bf.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,1,1,1
98cf29f8,dataset/raw-data/ARC-ALL/data/training/98cf29f8.json,19,17,20,20,0,323,400,1.238390,0.641111,20,20,400,1.238390,24,24,576,1.783282,20,20,400,1.238390,4,4,0,0
992798f6,dataset/raw-data/ARC-ALL/data/training/992798f6.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,4,4,0,0
99306f82,dataset/raw-data/ARC-ALL/data/training/99306f82.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,3,3,0,0
995c5fa3,dataset/raw-data/ARC-ALL/data/training/995c5fa3.json,14,4,15,4,0,56,60,1.071429,0.937778,16,4,64,1.142857,16,16,256,4.571429,16,16,256,4.571429,1,1,1,1
9968a131,dataset/raw-data/ARC-ALL/data/training/9968a131.json,6,6,6,6,0,36,36,1.000000,0.960000,8,8,64,1.777778,8,8,64,1.777778,8,8,64,1.777778,3,3,0,0
996ec1f3,dataset/raw-data/ARC-ALL/data/training/996ec1f3.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,1,1,1,1
99b1bc43,dataset/raw-data/ARC-ALL/data/training/99b1bc43.json,4,9,4,10,0,36,40,1.111111,0.960000,4,12,48,1.333333,16,16,256,7.111111,12,12,144,4.000000,1,1,1,1
99caaf76,dataset/raw-data/ARC-ALL/data/training/99caaf76.json,17,18,20,20,0,306,400,1.307190,0.660000,20,20,400,1.307190,24,24,576,1.882353,20,20,400,1.307190,4,4,0,0
99fa7670,dataset/raw-data/ARC-ALL/data/training/99fa7670.json,8,7,8,8,0,56,64,1.142857,0.937778,8,8,64,1.142857,8,8,64,1.142857,8,8,64,1.142857,4,4,0,0
9a4bb226,dataset/raw-data/ARC-ALL/data/training/9a4bb226.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,1,1,1,1
9aec4887,dataset/raw-data/ARC-ALL/data/training/9aec4887.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,4,3,0,0
9af7a82c,dataset/raw-data/ARC-ALL/data/training/9af7a82c.json,5,6,6,6,0,30,36,1.200000,0.966667,8,8,64,2.133333,8,8,64,2.133333,8,8,64,2.133333,4,5,0,0
9b2a60aa,dataset/raw-data/ARC-ALL/data/training/9b2a60aa.json,24,23,24,24,0,552,576,1.043478,0.386667,24,24,576,1.043478,24,24,576,1.043478,24,24,576,1.043478,4,4,0,0
9b30e358,dataset/raw-data/ARC-ALL/data/training/9b30e358.json,7,10,8,10,0,70,80,1.142857,0.922222,8,12,96,1.371429,16,16,256,3.657143,12,12,144,2.057143,2,2,0,0
9b365c51,dataset/raw-data/ARC-ALL/data/training/9b365c51.json,28,8,30,8,0,224,240,1.071429,0.751111,28,8,224,1.000000,32,32,1024,4.571429,28,28,784,3.500000,4,4,0,0
9b4c17c4,dataset/raw-data/ARC-ALL/data/training/9b4c17c4.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,6,6,0,0
9b5080bb,dataset/raw-data/ARC-ALL/data/training/9b5080bb.json,27,27,30,30,0,729,900,1.234568,0.190000,28,28,784,1.075446,32,32,1024,1.404664,28,28,784,1.075446,3,3,0,0
9ba4a9aa,dataset/raw-data/ARC-ALL/data/training/9ba4a9aa.json,22,22,24,24,0,484,576,1.190083,0.462222,24,24,576,1.190083,24,24,576,1.190083,24,24,576,1.190083,1,1,1,1
9bebae7a,dataset/raw-data/ARC-ALL/data/training/9bebae7a.json,13,12,15,12,0,156,180,1.153846,0.826667,16,12,192,1.230769,16,16,256,1.641026,16,16,256,1.641026,6,6,0,0
9c1e755f,dataset/raw-data/ARC-ALL/data/training/9c1e755f.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
9c56f360,dataset/raw-data/ARC-ALL/data/training/9c56f360.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,4,4,0,0
9caba7c3,dataset/raw-data/ARC-ALL/data/training/9caba7c3.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,1,1,1,1
9caf5b84,dataset/raw-data/ARC-ALL/data/training/9caf5b84.json,6,6,6,6,0,36,36,1.000000,0.960000,8,8,64,1.777778,8,8,64,1.777778,8,8,64,1.777778,4,4,0,0
9d9215db,dataset/raw-data/ARC-ALL/data/training/9d9215db.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,1,1,1,1
9ddd00f0,dataset/raw-data/ARC-ALL/data/training/9ddd00f0.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,3,3,0,0
9def23fe,dataset/raw-data/ARC-ALL/data/training/9def23fe.json,25,21,30,24,0,525,720,1.371429,0.416667,28,24,672,1.280000,32,32,1024,1.950476,28,28,784,1.493333,4,4,0,0
9dfd6313,dataset/raw-data/ARC-ALL/data/training/9dfd6313.json,6,6,6,6,0,36,36,1.000000,0.960000,8,8,64,1.777778,8,8,64,1.777778,8,8,64,1.777778,4,4,0,0
9ecd008a,dataset/raw-data/ARC-ALL/data/training/9ecd008a.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
9edfc990,dataset/raw-data/ARC-ALL/data/training/9edfc990.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,3,3,0,0
9f236235,dataset/raw-data/ARC-ALL/data/training/9f236235.json,23,23,24,24,0,529,576,1.088847,0.412222,24,24,576,1.088847,24,24,576,1.088847,24,24,576,1.088847,3,2,0,0
9f27f097,dataset/raw-data/ARC-ALL/data/training/9f27f097.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,1,1,1,1
9f41bd9c,dataset/raw-data/ARC-ALL/data/training/9f41bd9c.json,18,18,20,20,0,324,400,1.234568,0.640000,20,20,400,1.234568,24,24,576,1.777778,20,20,400,1.234568,3,3,0,0
9f5f939b,dataset/raw-data/ARC-ALL/data/training/9f5f939b.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,3,3,0,0
9f669b64,dataset/raw-data/ARC-ALL/data/training/9f669b64.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
9f8de559,dataset/raw-data/ARC-ALL/data/training/9f8de559.json,14,14,15,15,0,196,225,1.147959,0.782222,16,16,256,1.306122,16,16,256,1.306122,16,16,256,1.306122,1,1,1,1
AboveBelow1,dataset/raw-data/ARC-ALL/data/training/AboveBelow1.json,16,14,20,15,0,224,300,1.339286,0.751111,16,16,256,1.142857,16,16,256,1.142857,16,16,256,1.142857,6,6,0,0
AboveBelow10,dataset/raw-data/ARC-ALL/data/training/AboveBelow10.json,14,11,15,12,0,154,180,1.168831,0.828889,16,12,192,1.246753,16,16,256,1.662338,16,16,256,1.662338,5,5,0,0
AboveBelow2,dataset/raw-data/ARC-ALL/data/training/AboveBelow2.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,6,6,0,0
AboveBelow3,dataset/raw-data/ARC-ALL/data/training/AboveBelow3.json,10,12,10,12,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,5,5,0,0
AboveBelow4,dataset/raw-data/ARC-ALL/data/training/AboveBelow4.json,12,10,12,10,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,4,4,0,0
AboveBelow5,dataset/raw-data/ARC-ALL/data/training/AboveBelow5.json,12,10,12,10,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,4,4,0,0
AboveBelow6,dataset/raw-data/ARC-ALL/data/training/AboveBelow6.json,14,10,15,10,0,140,150,1.071429,0.844444,16,12,192,1.371429,16,16,256,1.828571,16,16,256,1.828571,4,4,0,0
AboveBelow7,dataset/raw-data/ARC-ALL/data/training/AboveBelow7.json,15,14,15,15,0,210,225,1.071429,0.766667,16,16,256,1.219048,16,16,256,1.219048,16,16,256,1.219048,5,5,0,0
AboveBelow8,dataset/raw-data/ARC-ALL/data/training/AboveBelow8.json,15,13,15,15,0,195,225,1.153846,0.783333,16,16,256,1.312821,16,16,256,1.312821,16,16,256,1.312821,6,6,0,0
AboveBelow9,dataset/raw-data/ARC-ALL/data/training/AboveBelow9.json,15,13,15,15,0,195,225,1.153846,0.783333,16,16,256,1.312821,16,16,256,1.312821,16,16,256,1.312821,5,5,0,0
AboveBelowMinimal,dataset/raw-data/ARC-ALL/data/training/AboveBelowMinimal.json,12,9,12,10,0,108,120,1.111111,0.880000,12,12,144,1.333333,16,16,256,2.370370,12,12,144,1.333333,4,1,0,1
Center1,dataset/raw-data/ARC-ALL/data/training/Center1.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,5,5,0,0
Center10,dataset/raw-data/ARC-ALL/data/training/Center10.json,6,8,6,8,0,48,48,1.000000,0.946667,8,8,64,1.333333,8,8,64,1.333333,8,8,64,1.333333,3,3,0,0
Center2,dataset/raw-data/ARC-ALL/data/training/Center2.json,11,1,12,4,0,11,48,4.363636,0.987778,12,4,48,4.363636,16,16,256,23.272727,12,12,144,13.090909,5,1,0,1
Center3,dataset/raw-data/ARC-ALL/data/training/Center3.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,4,5,0,0
Center4,dataset/raw-data/ARC-ALL/data/training/Center4.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,5,5,0,0
Center5,dataset/raw-data/ARC-ALL/data/training/Center5.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,2,2,0,0
Center6,dataset/raw-data/ARC-ALL/data/training/Center6.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
Center7,dataset/raw-data/ARC-ALL/data/training/Center7.json,10,9,10,10,0,90,100,1.111111,0.900000,12,12,144,1.600000,16,16,256,2.844444,12,12,144,1.600000,5,3,0,0
Center8,dataset/raw-data/ARC-ALL/data/training/Center8.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
Center9,dataset/raw-data/ARC-ALL/data/training/Center9.json,10,11,10,12,0,110,120,1.090909,0.877778,12,12,144,1.309091,16,16,256,2.327273,12,12,144,1.309091,5,5,0,0
CenterMinimal,dataset/raw-data/ARC-ALL/data/training/CenterMinimal.json,11,11,12,12,0,121,144,1.190083,0.865556,12,12,144,1.190083,16,16,256,2.115702,12,12,144,1.190083,5,5,0,0
CleanUp1,dataset/raw-data/ARC-ALL/data/training/CleanUp1.json,13,12,15,12,0,156,180,1.153846,0.826667,16,12,192,1.230769,16,16,256,1.641026,16,16,256,1.641026,5,5,0,0
CleanUp10,dataset/raw-data/ARC-ALL/data/training/CleanUp10.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,3,3,0,0
CleanUp2,dataset/raw-data/ARC-ALL/data/training/CleanUp2.json,11,12,12,12,0,132,144,1.090909,0.853333,12,12,144,1.090909,16,16,256,1.939394,12,12,144,1.090909,4,4,0,0
CleanUp3,dataset/raw-data/ARC-ALL/data/training/CleanUp3.json,15,13,15,15,0,195,225,1.153846,0.783333,16,16,256,1.312821,16,16,256,1.312821,16,16,256,1.312821,3,3,0,0
CleanUp4,dataset/raw-data/ARC-ALL/data/training/CleanUp4.json,20,18,20,20,0,360,400,1.111111,0.600000,20,20,400,1.111111,24,24,576,1.600000,20,20,400,1.111111,6,6,0,0
CleanUp5,dataset/raw-data/ARC-ALL/data/training/CleanUp5.json,24,19,24,20,0,456,480,1.052632,0.493333,24,20,480,1.052632,24,24,576,1.263158,24,24,576,1.263158,5,5,0,0
CleanUp6,dataset/raw-data/ARC-ALL/data/training/CleanUp6.json,17,17,20,20,0,289,400,1.384083,0.678889,20,20,400,1.384083,24,24,576,1.993080,20,20,400,1.384083,5,5,0,0
CleanUp7,dataset/raw-data/ARC-ALL/data/training/CleanUp7.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
CleanUp8,dataset/raw-data/ARC-ALL/data/training/CleanUp8.json,14,14,15,15,0,196,225,1.147959,0.782222,16,16,256,1.306122,16,16,256,1.306122,16,16,256,1.306122,3,3,0,0
CleanUp9,dataset/raw-data/ARC-ALL/data/training/CleanUp9.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,2,2,0,0
CleanUpMinimal,dataset/raw-data/ARC-ALL/data/training/CleanUpMinimal.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,4,4,0,0
CompleteShape1,dataset/raw-data/ARC-ALL/data/training/CompleteShape1.json,10,12,10,12,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,4,4,0,0
CompleteShape10,dataset/raw-data/ARC-ALL/data/training/CompleteShape10.json,20,17,20,20,0,340,400,1.176471,0.622222,20,20,400,1.176471,24,24,576,1.694118,20,20,400,1.176471,5,5,0,0
CompleteShape2,dataset/raw-data/ARC-ALL/data/training/CompleteShape2.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,4,4,0,0
CompleteShape3,dataset/raw-data/ARC-ALL/data/training/CompleteShape3.json,16,15,20,15,0,240,300,1.250000,0.733333,16,16,256,1.066667,16,16,256,1.066667,16,16,256,1.066667,3,3,0,0
CompleteShape4,dataset/raw-data/ARC-ALL/data/training/CompleteShape4.json,10,12,10,12,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,3,3,0,0
CompleteShape5,dataset/raw-data/ARC-ALL/data/training/CompleteShape5.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,2,2,0,0
CompleteShape6,dataset/raw-data/ARC-ALL/data/training/CompleteShape6.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,2,2,0,0
